model;product;category;relevance;replacement
DS-MP1301 ;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP1301;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP1302;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP1302;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-1530HMI;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP1351;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-1350HM;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP1742;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP1741;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP1734;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP1431-64G;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP1420;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP1420;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP1420;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP2130/BNC;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP2100-2/105;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP2100-4/105;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP2100-6/105;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP2100-8/105;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP2100-10/105;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP2100-12/105;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP2100-14/105;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP2100-16/105;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP2100-18/105;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP2100-20/105;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP2110-2/12M-6A;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP2110-4/12M-6A;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP2110-8/12M-6A;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP2110-12/12M-6A;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP2110-16/12M-6A;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP2110-10/1000ML ;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MP2110-10/100MM;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6825G0/C-IVSM;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6825G0/C-IVS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6825G0/C-IVM/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6112G0-IM/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6112G0-IDM;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6112G0-I/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6112G0-ID;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6122G0-IM/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6122G0-IDM;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6122G0-I/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6122G0-ID;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6726G0-IM/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6726G0-IDM;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6726G0-IS/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6726G0-IDS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6756G0-IM/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6756G0-IDM;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6756G0-IS/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6756G0-IDS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6222G0-IM/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6222G0-IDM;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6222G0-I/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6222G0-ID;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6212G0-IM/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6212G0-IDM;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6212G0-I/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6212G0-ID;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6522G0-IM/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6522G0-IDM;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6522G0-I/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6522G0-ID;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6512G0-IM/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6512G0-IDM;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6512G0-I/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6512G0-ID;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6D52G0-IM/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6D52G0-IS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6D52G0-I/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6D52G0-I;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6D82G0-IM/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6D82G0-IS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6D82G0-I/ND;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6D82G0-I;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6425G0/F-M31;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6425G0/F-IM81;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6425G0/F-IM91;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XE6025G0-IS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM63C5G0-IVS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM63C5G0-IVM;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6365G0-IVS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2XM6365G0-IVM;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC153T-IT;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC153T-IT;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC253T-IT;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC253T-IT;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC122T-IT;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC122T-IT;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC122T-IT;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC122T-ITS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC122T-ITS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC122T-ITS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC222T-IT;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC222T-IT;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC222T-ITS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC222T-ITS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC211T-IRS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC211T-IRS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC211T-IRS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC221T-IRS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC221T-IRS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
 AE-VC124T-IT;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC124T-IT;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC161T-ITS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC161T-ITS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC152T-S;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC152T-S;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC252T-S;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
AE-VC252T-S;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH2211/32G/GPS/WIFI(B);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH2211/32G(B);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH2211/64G/GPS/WIFI(B);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH2311/32G/GLE;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MCW405/32G;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MCW405/32G/GPS/WIFI;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MCW407/32G/GPS/WIFI;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MCW407/32G/GLE (O-STD);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MCH508/3/W/32G/GLE;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MCH508/3/W/32G/GPS/WIFI;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH4172I/2T;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH4172I/4T;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH4172I/8T;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH4172I/16T;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH4172I/2T;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH4172I/4T;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH4172I/8T;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH4172I/16T;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
 DS-MDS003/2T/8;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MDS003-E;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-MCD202-B;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-MCD202-BS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
 DS-MH1490;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
INR18650-35E-2S4P-2,13.4Ah,7.2V;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH1691I-H;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH1411-HM;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH1310-HM;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
 DS-MH1411-N1;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH1310-N1(B);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH1710-N1-S;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH1710-HM-S;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH1711-HM;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH1721;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
bracket  accessories - adapter;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
bracket  accessories - adapter;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH1710-HM-MG;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-MH1710-N1-MG;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCM203-A/R/2812;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCM203-A/R/0832;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCM203-A/0832;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCM203-A/0832;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCM203-A/5313;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCM203-A/5313;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCM403-A/0832;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCM403-AI/0832;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCM403-A/SafetyWork/0832;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCM403-AI/SafetyWork/0832;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCD203-A/0832;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCE500-B/1550/H1;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCE900-B/1140/H1;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCV500-BE/1550/H1;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCV500-BI/1550/H1;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCV500-BI/1550/H1/GPS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCV500-BI/1550/H1;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCV900-BE/25/H1;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCV900-BI/25/H1;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCV900-BI/25/H1/GPS;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCV900-BI/25/H1;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCV900-BI/1140/H1;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCV907-BI/1140;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCV907-BE/1140;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCE907-B/1140;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCD402-CR/12;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TDI900-A(C);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
L1500;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TD10N-1;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TD10M-1;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TP50-16E(4T);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TSV300-C/12(4T);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TSS300-C/04(4T);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TSS500-C/16;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
TLD-2016-6;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TL2000AI-L1;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TL2000A-L1;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TL2002AI;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TL2002A;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TL2000CI;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TL2002C;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TL2002CI;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
SL-1211-1(AC220V);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
SL-1211-1I(850nm);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TSC300-44H;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
ODH-2111;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
CCU-2000;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
Pole Mount-1275/Outdoor White ;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-1278ZJ-HWB/HG/60-300;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
Wall Mount - 1701/Outdoor White ;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
iDS-TCS402-C/CS/16;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TVL224-8-5EY;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-1278ZJ-HWB/HG/60-300;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
Pole Mount-1275/Outdoor White ;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
Wall Mount - 1701/Outdoor White ;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TMG034(Trigger Radar);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TMG034(Fall Radar);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TCG227-A(12V/PoE);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TCG227-A(220V);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TCG227-AIR(12V/PoE);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TCG227-AIR(220V);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TCG205-B(12V/Poe);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TCG205-B(220V);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TCG205-B(12V)/Module;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TCP140-B(2.8mm);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TCP140-B(4mm);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TCP440-B(2.8mm);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TCP440-B(4mm);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TCP440-DB(2.8mm);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TCP440-BH(2.8mm);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TCP440-BH(4mm);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TCP440-DBH(2.8mm);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TVG100-DH;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TPM400-P;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TPM400-P (3T);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TPM400-P(18T);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TVL121-3-5D;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TVL121-6-5D;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TVL121-9-5D;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TVL121-3-5/H;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TVL221-3-5/H;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TVL224-4-5Y;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TPE104(2T);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TPE100(2T);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TPE100(4T);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TPE002;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TPT322-L2;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TPP319;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TPP319-CC;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TME401-TRL;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TME402-TRL;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TME401-TPC;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TME402-TPC;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TMG510-H (2 m);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TMG510-H (3 m);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TMG510-M (4 m);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TMG511-H(2+2m);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TMG513-MR(4m);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TMG513-ML(4m);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
ESP-L1300-R117?TCG225?;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
ESP-L2500-X1300-R117(TCG225);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
L1000/1300-R117(LED);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
Traffic Camera7-Wall Mount Bracket;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
PR-Ф60(TCG227);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TVB200(1 Module);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TVB200(2 Module);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TVB200(3 Module);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TVB200(4 Module);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TVB200(5 Module);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TVB200(6 Module);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TVB200(7 Module);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TVB200(8 Module);2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TMG022;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TMG023;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TMG001-5(2m)/TMG510;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TMG001-5(3m)/TMG510;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TMG001-5(4m)/TMG510;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TMG002-5(2+2m)/TMG511;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TMG004-5(4m)(Left)/TMG513-L;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TMG004-5(4m)(Right)/TMG513-R;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TMG012-A1;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-TMG080-4;2020 Q4 Hikvision MobileTraffic products quotation;П;true;
DS-2TD1117-2/PA;;П;true;
DS-2TD1117-3/PA;;П;true;
DS-2TD1117-6/PA;;П;true;
DS-2TD1117-2/P;;П;true;
DS-2TD1117-3/P;;П;true;
DS-2TD1117-6/P;;П;true;
DS-2TD1217-2/PA;;П;true;
DS-2TD1217-3/PA;;П;true;
DS-2TD1217-6/PA;;П;true;
DS-2TD1217-2/P;;П;true;
DS-2TD1217-3/P;;П;true;
DS-2TD1217-6/P;;П;true;
DS-2TD2117-3/PI;;П;true;
DS-2TD2117-6/PI;;П;true;
DS-2TD2117-10/PI;;П;true;
DS-2TD2117-3/PAI;;П;true;
DS-2TD2117-6/PAI;;П;true;
DS-2TD2117-10/PAI;;П;true;
DS-2TD2117-3/PA;;П;true;
DS-2TD2117-6/PA;;П;true;
DS-2TD2117-10/PA;;П;true;
DS-2TD2117-3/P;;П;true;
DS-2TD2117-6/P;;П;true;
DS-2TD2117-10/P;;П;true;
DS-2TD2136T-10;;П;true;
DS-2TD2136T-15;;П;true;
DS-2TD2136T-25;;П;true;
DS-2TD2137-7/VP;;П;true;
DS-2TD2137-10/VP;;П;true;
DS-2TD2137-15/VP;;П;true;
DS-2TD2137-25/VP;;П;true;
DS-2TD2137-35/VP;;П;true;
DS-2TD2137-4/P;;П;true;
DS-2TD2137-7/P;;П;true;
DS-2TD2137-10/P;;П;true;
DS-2TD2137-15/P;;П;true;
DS-2TD2137-25/P;;П;true;
DS-2TD2137-35/P;;П;true;
DS-2TD2137-4/PI;;П;true;
DS-2TD2137-7/PI;;П;true;
DS-2TD2137-10/PI;;П;true;
DS-2TD2137-15/PI;;П;true;
DS-2TD2137-25/PI;;П;true;
DS-2TD2137-35/PI;;П;true;
DS-2TD2137-4/PY;;П;true;
DS-2TD2137-7/PY;;П;true;
DS-2TD2137-10/PY;;П;true;
DS-2TD2137-15/PY;;П;true;
DS-2TD2137-25/PY;;П;true;
DS-2TD2137-35/PY;;П;true;
DS-2TD2166-7/V1;;П;false;DS-2TD2167-7/P или DS-2TD2167-7/PI
DS-2TD2166-15/V1;;П;false;DS-2TD2167-15/P или DS-2TD2167-15/PI
DS-2TD2166-25/V1;;П;false;DS-2TD2167-25/P или DS-2TD2167-25/PI
DS-2TD2166-35/V1;;П;false;DS-2TD2167-35/P или DS-2TD2167-35/PI
DS-2TD2166T-15;;П;true;
DS-2TD2166T-25;;П;true;
DS-2TD2167-7/P;;П;true;
DS-2TD2167-15/P;;П;true;
DS-2TD2167-25/P;;П;true;
DS-2TD2167-35/P;;П;true;
DS-2TD2167-7/PI;;П;true;
DS-2TD2167-15/PI;;П;true;
DS-2TD2167-25/PI;;П;true;
DS-2TD2167-35/PI;;П;true;
DS-2TD2167-7/PY;;П;true;
DS-2TD2167-15/PY;;П;true;
DS-2TD2167-25/PY;;П;true;
DS-2TD2167-35/PY;;П;true;
DS-2TD2336-50;;;;
DS-2TD2336-75;;;;
DS-2TD2336-100;;;;
DS-2TD2366-50;;;;
DS-2TD2366-75;;;;
DS-2TD2366-100;;;;
DS-2TD2466-25Y;;;;
DS-2TD2466-50Y;;;;
DS-2TD2466T-25X;;;;
DS-2TD2617-3/PI;;;;
DS-2TD2617-6/PI;;;;
DS-2TD2617-10/PI;;;;
DS-2TD2617-3/PAI;;;;
DS-2TD2617-6/PAI;;;;
DS-2TD2617-10/PAI;;;;
DS-2TD2617-3/PA;;;;
DS-2TD2617-6/PA;;;;
DS-2TD2617-10/PA;;;;
DS-2TD2617-3/P;;;;
DS-2TD2617-6/P;;;;
DS-2TD2617-10/P;;;;
;;;;
DS-2TD2637-10/P;;;;
DS-2TD2637-15/P;;;;
DS-2TD2637-25/P;;;;
DS-2TD2637-35/P;;;;
DS-2TD2637-10/PI;;;;
DS-2TD2637-15/PI;;;;
DS-2TD2637-25/PI;;;;
DS-2TD2637-35/PI;;;;
DS-2TD2667-15/P;;;;
DS-2TD2667-25/P;;;;
DS-2TD2667-35/P;;;;
DS-2TD2667-15/PI;;;;
DS-2TD2667-25/PI;;;;
DS-2TD2667-35/PI;;;;
